userid,finalgrade,top_features,top_values
35cb61f4228a32d92f5c8da2922fa56af57abe5de66160e82ebb94ba1778f11d,45.83335,"Quiz_Submitted, Session_Start_Hour_STD, Content_Views, Messages_Sent, Files_Uploaded","-4.914, -1.046, 0.805, -0.773, -0.680"
7dab73c08acd5e80fd303a2c2accc7e15f216360ff4c489e4624905e16ee189d,25.0,"Quiz_Reviewed, Quiz_Submitted, Content_Views, Module_Views, Assignments_Submitted","-8.924, -6.040, 1.435, -1.346, -0.996"
5327801e757d990c4b2bdc3baf7741d894ce86f5b33bc85c69a47d8cb3d33576,95.2381,"Session_Start_Hour_STD, Files_Uploaded, Session_Interval_CV, Quiz_Viewed, Module_Views","3.426, -1.152, 0.985, 0.817, -0.702"
0376d70d3377731774f3d2c242ccba5da917cca32a4e528009fc5a5bfd649d67,100.0,"Quiz_Submitted, Files_Uploaded, Quiz_Reviewed, Quiz_Started, Messages_Sent","5.121, 2.324, 2.027, -1.500, -1.175"
7fd0c3a7942be88b9beba47e59e421b21f88ad14a186d3702010982c9f060163,100.0,"Quiz_Submitted, Quiz_Reviewed, Total_Time_Online, Quiz_Viewed, Session_Start_Hour_STD","-4.649, -2.912, 1.578, 1.447, 1.396"
b714d462371f1c006c59b1dee04df94b24b80ecfe55573aa7c6c1e68bca42255,0.0,"Quiz_Reviewed, Quiz_Submitted, Quiz_Viewed, Files_Downloaded, Num_Sessions","-37.420, -17.334, -9.835, -1.543, 1.257"
fdbfc47a96f70f460d8e4ece4b323f7b891538b9e85e6bd40d9b5c70856394c8,32.57935,"Quiz_Reviewed, Quiz_Submitted, Files_Downloaded, Quiz_Started, Files_Uploaded","-10.629, -7.184, -3.949, -1.931, -1.532"
505725d1bb288b791437ff8f40b92a82b5c16254972c08fcf8d49be979cd1673,91.66667,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Meeting_Joined","6.812, 2.312, -2.125, 1.739, 0.956"
8a65ad60a570dca7223df6bfc9999e9d349bb42b6d80e1ad6c0397a564f0c90b,50.0,"Quiz_Submitted, Session_Interval_CV, Quiz_Started, Quiz_Reviewed, Files_Uploaded","5.846, -3.258, -2.483, 2.296, 1.460"
ac416c6fc944ab0bc3a1ee2fc59963e17f992d10e59e8f5f9ccdf8728c3238c9,77.7778,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Started, Messages_Sent","6.544, 2.454, 2.279, -1.780, 0.953"
bd591fc62ad9a6e0cd71e1bab280a92b2c7a0f331fff0bec10a5ff5324466ae8,100.0,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Files_Uploaded, Messages_Sent","5.560, -1.888, 1.842, 1.639, 0.801"
2ce89fff105e879509f6d14ecfc64645aae301e45e2cae5a9dd5488c26fae8ae,77.7778,"Files_Uploaded, Quiz_Reviewed, Quiz_Submitted, Quiz_Started, Meeting_Joined","2.699, 1.806, 1.732, -1.359, 0.601"
2b48c3c61b747021de449d323a29813fa182e6b7ba0a5d428069b9b0356d775b,88.8889,"Quiz_Submitted, Quiz_Started, Meeting_Joined, Quiz_Viewed, Quiz_Reviewed","-12.424, -1.580, -1.344, -0.851, 0.551"
fff08d59edf251b6e9563660991119559cc23ad78c316da40a216eb6737f8435,88.8889,"Session_Start_Hour_STD, Session_Interval_CV, Files_Downloaded, Quiz_Viewed, Module_Views","5.305, 2.126, 1.647, 0.886, -0.848"
39486f83010bd6a6801fa73f025e196121ec5549c745d1f76bb729f3604d8852,91.66667,"Quiz_Submitted, Files_Uploaded, Quiz_Reviewed, Quiz_Started, Files_Downloaded","6.381, 2.900, 2.500, -2.010, -1.377"
aaebcdcd59e08c20778fd41d9de623442f86ee713f5501a7a17887a3f3a8b098,80.55557,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Started, Content_Views","7.588, 2.289, 2.223, -2.090, -1.922"
78936f8710bb1a1b441f20ba8d807e00011264fecfa8be85929daf49b78f7743,66.6667,"Quiz_Submitted, Quiz_Reviewed, Meeting_Joined, Assignments_Submitted, Files_Uploaded","-7.812, -6.875, -1.309, 1.198, 1.043"
cc7b96df8f89325c4608e240639fb1d370234c5a01a563a9397fd21319b375b7,88.8889,"Quiz_Submitted, Files_Uploaded, Session_Interval_CV, Quiz_Reviewed, Session_Start_Hour_STD","-5.177, 1.057, 0.884, -0.860, -0.808"
35d449135376e5f8d979420560162519e39d6ea5ef75d1981a00140e39d06ae0,87.5,"Quiz_Submitted, Quiz_Reviewed, Quiz_Viewed, Files_Uploaded, Quiz_Started","4.892, -3.893, 3.014, -1.892, -1.092"
e3de6d6af4ddb22ae9bec07839007fa35c0cc4d4922f03f735bdebc763c6e713,88.8889,"Files_Uploaded, Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Quiz_Viewed","5.735, 2.219, 1.894, -1.284, 0.819"
ae7c2dab72508f5fc65210c181523b0fde314e1e6670cf264b50c22222ab3b5c,80.15872,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Files_Uploaded, Meeting_Joined","7.170, -2.192, 2.081, 1.541, 0.882"
b3686571c334f8c7a604f223c4bfa1b19cf2f4b50a5d2955f2f5ba31083c65ef,83.3333,"Quiz_Submitted, Quiz_Reviewed, Content_Views, Files_Uploaded, Assignments_Submitted","-5.834, -5.638, 1.189, -1.056, -0.966"
47ad395742f1721a926a04ed3765aa589139660d53c66e9258d0642d3fd3e4db,75.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Quiz_Viewed, Files_Downloaded","6.628, 2.629, -1.821, 1.289, 1.077"
8ad034b2eac76bc5fba238333bbe592f0e3a989650dc8ee7be6dd1c7b1d941cb,72.2222,"Files_Uploaded, Quiz_Submitted, Quiz_Viewed, Quiz_Started, Session_Interval_CV","3.213, 2.429, -1.261, -1.159, -0.548"
ebb7cf636824dd72b246f9f9e2a07d70140a29df7e9950a5ebe2ac689a396e8c,100.0,"Quiz_Submitted, Session_Interval_CV, Quiz_Reviewed, Quiz_Started, Forum_Views","5.887, -2.671, 2.211, -2.176, 1.144"
8fcc2b7aa8084921734c58ed6a2ed73493465de3fed5f246de284c2fe5f7a5fe,87.5,"Quiz_Submitted, Quiz_Viewed, Quiz_Reviewed, Quiz_Started, Files_Uploaded","6.235, 2.201, 1.915, -1.678, -1.134"
0945a2026432cb6fd2399400ed9979ea1a508baf5ebde7d0751ff1312a4f5e2a,97.22223,"Quiz_Submitted, Files_Uploaded, Quiz_Reviewed, Quiz_Started, Meeting_Joined","5.562, 2.393, 1.822, -1.768, 0.871"
3789e15704bfaa855483fee6ff7b9617da88622f0302d1ee2d8e652de82a8b9c,77.7778,"Quiz_Submitted, Meeting_Joined, Session_Start_Hour_STD, Files_Uploaded, Assignments_Submitted","-3.989, -1.925, -1.205, -1.014, -0.559"
76923327cad6328f94daa7a0f9264fe8cf5685e9345d3ad58e1a852b359e6abc,91.66667,"Quiz_Submitted, Files_Uploaded, Quiz_Reviewed, Content_Views, Quiz_Started","7.103, 2.367, 2.242, -2.145, -2.121"
1a750ad802501a4ad6f011554781283c30c0cb824b57ddbf0f3151a2913245d9,76.3889,"Quiz_Submitted, Quiz_Viewed, Quiz_Reviewed, Quiz_Started, Files_Uploaded","6.318, 1.865, 1.794, -1.647, -1.610"
18fbe7f4f201bfbcc4977c51ff0a97e255d15277201fcbfc6519684548f985f6,100.0,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Files_Uploaded, Messages_Sent","5.774, -1.990, 1.980, 1.863, 0.799"
d8eded618b7ddb877c3740cec777a046e979243874c3ed26c03c590e42e858c8,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Meeting_Joined, Messages_Sent","5.916, 2.146, -1.687, -1.519, 1.048"
8305fa819c1b2d00a29dbf222b68947d2d5a9402c5b95d3785078fd8c48df368,100.0,"Quiz_Reviewed, Quiz_Submitted, Files_Uploaded, Assignments_Submitted, Content_Views","-6.573, -6.550, -1.305, -1.278, 0.959"
1b223b849ad567b92b4022e17710b61d455647e2fac9d839de9d79785987a322,87.5,"Quiz_Submitted, Files_Uploaded, Session_Start_Hour_STD, Quiz_Reviewed, Assignments_Submitted","-2.924, 1.782, 1.491, 1.333, 1.205"
6094e0df95279cee92ea80590dad56ced953f3b0b7ff966f935f0e856c94cff5,91.66667,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Session_Start_Hour_STD","7.185, 2.575, -1.866, -1.276, 0.760"
5327801e757d990c4b2bdc3baf7741d894ce86f5b33bc85c69a47d8cb3d33576,100.0,"Quiz_Reviewed, Session_Start_Hour_STD, Quiz_Submitted, Content_Views, Files_Uploaded","-6.917, 3.654, -3.564, 1.480, -1.015"
ce871bb49109d7fe54b92645a5bb9f622bc4ceab26c69f959d6fa65324a6fae0,91.66667,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Meeting_Joined, Session_Interval_CV","6.842, -2.498, 2.363, -2.330, -0.851"
412afa8c6be32ac321b67adf9081910eb228d44b59e30e14be67ad3a7270fb79,83.33335,"Quiz_Submitted, Content_Views, Quiz_Reviewed, Quiz_Started, Files_Uploaded","6.599, -2.703, 2.345, -2.293, -2.187"
5d31786c9868b50f4e140802c4ab1ac3b9e6c70a746c99bd35c5ee73a066821b,100.0,"Files_Uploaded, Quiz_Reviewed, Quiz_Submitted, Quiz_Viewed, Quiz_Started","3.546, 1.993, 1.917, -1.420, -1.303"
0ed22c5ba40af7bbdf43ce31ced357001d82bb146495467228baafdf715c6da5,77.7778,"Quiz_Submitted, Meeting_Joined, Quiz_Reviewed, Files_Uploaded, Module_Views","-2.628, -2.121, -1.433, -1.004, 0.677"
1a9f735eeb0fc962529d606e416747623f3d061798559abb5d2d847d30a2577e,50.0,"Quiz_Submitted, Files_Downloaded, Quiz_Reviewed, Quiz_Started, Files_Uploaded","5.891, -3.102, 1.911, -1.708, 1.593"
35e53aa9cd1bc4c48e3510cf85d3628dd366cf757ca5913531df19b65a5b95fe,57.14285,"Quiz_Submitted, Content_Views, Session_Start_Hour_STD, Files_Uploaded, Session_Interval_CV","-4.126, -2.003, 1.132, 0.870, -0.745"
b725c71526412598ca2991ac36d34992bbc0add0b6a589f98b37f026c8fc3bb3,56.16402,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Started, Quiz_Viewed","5.793, 1.891, -1.769, -1.766, -1.335"
452806d8000e373b0b31e0084dd804b6814ed8bb7058e5255a097850c5c33b4f,87.5,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Quiz_Viewed, Files_Downloaded","6.100, 2.517, -1.732, -1.421, 0.879"
ac416c6fc944ab0bc3a1ee2fc59963e17f992d10e59e8f5f9ccdf8728c3238c9,88.8889,"Quiz_Submitted, Meeting_Joined, Files_Uploaded, Assignments_Submitted, Quiz_Reviewed","-3.791, -2.223, 1.679, 1.285, 0.954"
80fe4fb2b1b212b0dc99440f140decb394f9f795c29e609039aa4024c9eb17c3,37.5,"Quiz_Reviewed, Quiz_Viewed, Files_Uploaded, Content_Views, Num_Sessions","-1.328, 1.127, -1.121, 0.932, -0.815"
b552e91383076d9b9e069f39327d97253a1f32dba86ef5636b6bf19c2101240a,88.8889,"Files_Uploaded, Quiz_Submitted, Quiz_Started, Messages_Sent, Session_Start_Hour_STD","4.090, 3.555, -2.686, 0.956, 0.629"
e65fe74878235e92fbe4869a84f135c8053ddf3bbc8ab596174ef7ab4653b6d4,52.38095,"Quiz_Reviewed, Total_Time_Online, Quiz_Submitted, Module_Views, Session_Start_Hour_STD","-4.279, 4.137, -4.042, -1.866, 1.241"
40c3112c6c26ce3895c272465654d4328d13e28f28e8bcf62519ca528608d074,88.8889,"Quiz_Submitted, Meeting_Joined, Session_Start_Hour_STD, Files_Downloaded, Quiz_Reviewed","-4.986, -1.652, -1.047, 0.676, -0.649"
8aff1e12f437220266b6e7f844df25971906775c51c94a39f107c4b322f7376c,100.0,"Files_Uploaded, Files_Downloaded, Module_Views, Quiz_Started, Quiz_Reviewed","-3.117, -2.032, 1.704, -1.582, 1.337"
bce30a4273ee79ebfdccff5c272cf2e0eb0917c9d86bac057c71f7a40e501592,14.8148,"Quiz_Reviewed, Quiz_Submitted, Session_Start_Hour_STD, Assignments_Submitted, Files_Downloaded","-7.848, -7.736, -7.172, -1.397, -1.333"
3052db3f70459f182d7e1b4f1f7c898c8ddea0c582a3d641c4a0e1ba2498b5e5,80.52631,"Quiz_Submitted, Files_Uploaded, Quiz_Started, Quiz_Reviewed, Quiz_Viewed","4.676, -1.854, -1.764, 1.254, -1.118"
e4d42cd6d2b610dc1965bc6c27cb9846f571e82d01ed5a14d030a12a2d31f4d3,66.6667,"Quiz_Reviewed, Quiz_Submitted, Module_Views, Quiz_Started, Files_Uploaded","-16.298, -6.017, -2.649, -2.207, -1.018"
a3347fbe4aec735613c5ea83c8d4a3e56ed26b27899f49ccf4e928af5e14fc6a,83.33335,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Messages_Sent","6.010, 2.504, -1.947, 1.862, 0.928"
09bd8ab817ebdd884dfc60c2ca12ce508da6ff115f1506ef29aaccac4d2f3306,66.66667,"Files_Uploaded, Files_Downloaded, Session_Interval_CV, Quiz_Submitted, Quiz_Started","-3.244, -2.635, -1.735, 1.262, -1.052"
23c0990cdaea1290c168bf61c73cf88ca08b34164bdbc2e38746ed88bfa0ade1,75.3481,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Downloaded, Module_Views","7.227, 2.425, -2.276, -1.826, 1.528"
c2db6f8157f793702336f393172e6fc34038cd52d4ae238f89d41f780f588e70,72.2222,"Quiz_Submitted, Files_Uploaded, Quiz_Reviewed, Quiz_Viewed, Quiz_Started","5.128, 2.546, 2.213, -1.624, -1.623"
b567752be6d7033ce0788c1004654c1680a2d6a5a1663a00edcebb7a32b4b717,91.6667,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Assignments_Submitted, Meeting_Joined","-8.803, -8.210, -1.358, -1.250, -1.151"
07cc5e37fca482ac245be193081abd021deed2557039afe9728494e0076367fb,77.7778,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Started, Messages_Sent","2.840, 1.956, 1.880, -1.496, 0.776"
066e501c1f582232abcdace39a48ba2b5016f9adb8c0a5d058b08ad806038833,66.6667,"Quiz_Submitted, Quiz_Reviewed, Assignments_Submitted, Messages_Sent, Files_Uploaded","-8.350, -7.550, 2.342, -1.447, 1.340"
b3aa142b6ea8f1ae2d5d94469ff914d47a3e32eef8c93565a36f9bb9414191a2,73.61113,"Quiz_Submitted, Files_Uploaded, Session_Start_Hour_STD, Files_Downloaded, Quiz_Viewed","2.966, -2.296, 1.867, 1.434, 1.347"
df26604c7876c482bc18e38a792f705203ebc598aa79e4f98f417d17fcfa2005,69.98748,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Quiz_Viewed, Files_Uploaded","5.771, 2.318, -1.761, -1.505, -1.058"
ebcb8db38e3cc4b0ffd95ce3d3baf91de2b645ce35cf5aa536469ad2ae41c172,59.25927,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Meeting_Joined, Content_Views","7.070, -2.583, 2.567, -2.301, -1.922"
8cbdc2bcadc780857ed2eee9f3b418be84e4a5758d63b342491ef61125294f75,86.66666,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Quiz_Viewed","7.207, 2.898, -2.065, -1.692, -1.346"
5d94abeeedff3662c6d6a19fa14ea738de743bff00f21fbb3ec128d93efd0d71,77.7778,"Quiz_Submitted, Files_Uploaded, Quiz_Reviewed, Quiz_Viewed, Quiz_Started","4.529, 1.918, 1.862, -1.607, -1.373"
066e501c1f582232abcdace39a48ba2b5016f9adb8c0a5d058b08ad806038833,70.83333,"Files_Uploaded, Quiz_Submitted, Session_Start_Hour_STD, Module_Views, Session_Interval_CV","3.217, 3.011, -1.756, -1.734, 1.146"
6912ce52b8d046a580f0696ae37f8991a55900838d2a429f5718e974d6ef0909,65.9259,"Files_Uploaded, Quiz_Viewed, Module_Views, Quiz_Reviewed, Files_Downloaded","-2.351, -1.780, -1.629, 1.513, -1.481"
9f79b8760d311d31212c93fd87764bb2c7d59c7694776261cdbc9232328ba437,50.0,"Quiz_Reviewed, Quiz_Submitted, Content_Views, Session_Start_Hour_STD, Quiz_Started","-10.205, -6.420, 3.353, 3.147, -2.624"
91b7d7afb2b0f7dbe5dbc88df61c6d9dd74ef32543a335f6c4948a8fd4c9f24c,83.33335,"Session_Interval_CV, Quiz_Reviewed, Files_Downloaded, Files_Uploaded, Quiz_Submitted","2.337, 1.798, 1.754, -1.654, 1.520"
dd599d646eb0fb69ddae566a4bfee69928e22a93d69a213e06875dba136fd987,62.2222,"Meeting_Joined, Files_Uploaded, Quiz_Submitted, Quiz_Reviewed, Quiz_Started","-3.516, 3.243, 2.808, 1.880, -1.200"
252aeff8db0e2bb12faf1e1fe86366d2de2b462dbd8769da25a1009fcd55ff2e,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Meeting_Joined","6.561, 2.167, -2.065, 1.937, 0.906"
0280112ac84e3c2be35c7ffe12acbe581599254675a27fec95a92e5120cb2915,77.7778,"Files_Uploaded, Files_Downloaded, Meeting_Joined, Quiz_Started, Session_Start_Hour_STD","-1.712, -1.509, -1.508, -1.310, 1.212"
a33682cf3656d02b9fccfeae591d9cb22a6066a6bbff1b453012a5dae7bd8253,91.66667,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Quiz_Viewed","6.773, 2.663, -2.034, -1.661, -0.632"
4a0bb40fa4bc335ee4b3083595d75ab97c36a519f08c7cecc663d60d28250fba,100.0,"Quiz_Submitted, Files_Uploaded, Session_Interval_CV, Avg_Time_Per_Session, Files_Downloaded","-5.012, 2.012, 0.840, 0.675, 0.595"
59b7d41b3b6e13af0f445e827ee6ee0c747dc675bc074fc95d7e7691ec44d2fb,91.66667,"Quiz_Submitted, Quiz_Reviewed, Session_Start_Hour_STD, Quiz_Started, Files_Uploaded","5.214, 2.211, -2.110, -1.921, -1.556"
25fed1433e0129237f93c09a2b981f489b403652b240217fb515c696644a1e29,76.78885,"Quiz_Submitted, Content_Views, Quiz_Reviewed, Messages_Sent, Files_Uploaded","5.477, -4.102, 2.397, -2.166, -2.094"
35d449135376e5f8d979420560162519e39d6ea5ef75d1981a00140e39d06ae0,75.0,"Quiz_Reviewed, Files_Downloaded, Quiz_Submitted, Session_Start_Hour_STD, Files_Uploaded","-3.091, 2.352, 2.215, 1.289, -1.212"
ac55c4e677eba25f1bd398f95ae47485e1f9220a22c81f3f56c21723cfdc10e0,77.67858,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Quiz_Viewed, Files_Uploaded","5.886, -2.104, 2.053, -1.300, -0.998"
a64db0836939a2bc8f037727de18032f618bea789331248d2183ce3d13038340,97.66082,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Downloaded, Files_Uploaded","6.365, 2.036, -2.014, -1.533, -1.268"
6ae8e0793e5b08ba8df9214ff41b8825813e5561c76eb84880510d994e553c52,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Module_Views, Files_Uploaded","7.223, 2.539, -2.239, 0.851, -0.759"
07ed0ebc57c872171c3ac981a6afc5d19f78aad8812bc214dcbb443db39f706c,77.7778,"Quiz_Reviewed, Quiz_Submitted, Assignments_Submitted, Num_Sessions, Messages_Sent","-8.911, -8.652, -1.671, -1.653, -1.386"
5da7699d6bb56db8a7c5d48a6a19afa490a94d96f630b8cdd88883194cfe52d8,95.2381,"Module_Views, Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Messages_Sent","-2.945, -2.266, -1.173, -0.842, -0.740"
01a33bea79d21277bafaa5d8a9f026ba5a428925add54980080c120530e77585,66.6667,"Quiz_Reviewed, Quiz_Submitted, Session_Start_Hour_STD, Assignments_Submitted, Num_Sessions","-9.697, -8.030, 1.871, -1.405, -1.225"
0ffc36c4274f340fba782e764d1913ef3940144be94e0a7b85ddab89addfc350,100.0,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Files_Uploaded, Quiz_Viewed","6.425, -2.582, 2.314, 1.808, -1.586"
a0478efe8732c5e2f3a87f57d28abe998edb5e23ed5d25c0e56b09bee70973a2,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Meeting_Joined","6.885, 2.472, -2.196, 1.853, 1.127"
e65fe74878235e92fbe4869a84f135c8053ddf3bbc8ab596174ef7ab4653b6d4,100.0,"Quiz_Reviewed, Quiz_Submitted, Session_Start_Hour_STD, Total_Clicks, Total_Time_Online","-5.967, -5.278, 2.156, -1.781, 1.759"
a174155998d4ce17164a5de8d71760521f8ca1c85b901f46902f9bee4baa8b25,94.88303,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Meeting_Joined","5.745, 2.095, -1.829, 1.802, 0.887"
9773bc85fa32905adc4adbb55c73facd397af5bc64b7ccf14421a5ccfc587dcb,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Messages_Sent","7.161, 2.452, -2.293, 1.124, 0.926"
c94877ce802172ab25487460b92644f68ea2feddb4c6b0c00fd1d4f9c001b656,51.1111,"Files_Downloaded, Files_Uploaded, Quiz_Submitted, Module_Views, Messages_Sent","2.710, -2.313, 2.202, -1.734, -1.254"
2c747fae574dcdc65ca3fa305cf2b5271d6684048769bed61aeb20ac5c14b52a,88.8889,"Quiz_Submitted, Quiz_Started, Module_Views, Files_Downloaded, Assignments_Submitted","-10.952, -1.959, -1.946, 1.378, 0.839"
1e5355366032e544b38e52089e36c169fa00ddde9716e1c541c12966930f554b,88.8889,"Files_Uploaded, Content_Views, Quiz_Submitted, Quiz_Started, Quiz_Reviewed","-3.800, -3.179, -3.047, -1.399, 1.331"
fdbfc47a96f70f460d8e4ece4b323f7b891538b9e85e6bd40d9b5c70856394c8,70.83335,"Session_Start_Hour_STD, Quiz_Submitted, Session_Interval_CV, Content_Views, Files_Uploaded","4.112, 1.883, 1.417, 0.820, -0.807"
9e628fd3e88e4b6c58da2834963449b201b777033cfe6496b65bbc36939307ad,83.33333,"Quiz_Submitted, Files_Uploaded, Quiz_Reviewed, Quiz_Started, Files_Downloaded","5.363, 2.229, 1.813, -1.672, -1.502"
52cc815ee376a7eba218cacb0a9112a5000cdbc2090ca3d7839d972aea058024,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Quiz_Viewed, Files_Uploaded","7.573, 2.328, -2.067, 1.707, -1.429"
2ecd6e6b105d2963c13e5130c1493dc3397785ccac59e125451713633ebba3be,37.037,"Quiz_Submitted, Session_Start_Hour_STD, Meeting_Joined, Module_Views, Files_Downloaded","-2.837, 1.854, -1.521, -0.688, 0.627"
e9e0571f00d5fd8a54e6bb8cf15cdebb28bf8f2246f234eee4c0b2584857d26d,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Module_Views, Messages_Sent","7.101, 2.811, -2.090, 1.524, 0.947"
f88692cda63f7c5854af8caba1e25f53fe38ec9c2464b9120dd222972dccb189,62.2222,"Quiz_Reviewed, Quiz_Submitted, Session_Start_Hour_STD, Content_Views, Files_Downloaded","-6.483, -4.949, 1.943, 1.668, 1.204"
51c759dff6269935f6e1649804cd5920807a50818c0f6713cee345d4d8249794,66.6667,"Session_Interval_CV, Meeting_Joined, Quiz_Reviewed, Quiz_Submitted, Quiz_Started","-3.616, -1.845, 1.656, 1.444, -1.299"
ef97e1d2642c37c77d5afba984210e53930c719c32b27adf28e6b758b94d1643,79.75043,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Files_Uploaded, Quiz_Viewed","6.832, -2.386, 2.067, -0.946, -0.795"
cbc6c14f07dc95602590cd8e4e12f33debe01ef6e48b6e0ac27ec1963079af2d,89.58335,"Quiz_Submitted, Session_Start_Hour_STD, Files_Downloaded, Content_Views, Files_Uploaded","3.746, 2.392, 2.197, -1.747, -1.687"
9a7dde2955a3730d90cb98631325adfaf39fb0cbd2fa3c00632871e1d2f88c86,100.0,"Files_Uploaded, Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Messages_Sent","3.761, 2.794, 1.718, -1.372, 0.678"
f276f73c212775961c1340ff7721a48a0ad38755cf9ed4e9e7fc30e9068ad48e,95.83333,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Started, Meeting_Joined","5.041, 1.750, 1.532, -1.507, 0.977"
a144dd56a4acb8f941769ed706f44664c841fc019359bde75df71ebcfade8cf6,90.27777,"Quiz_Submitted, Quiz_Reviewed, Quiz_Viewed, Quiz_Started, Files_Uploaded","6.780, 2.523, 1.867, -1.795, -1.365"
9e5a22badd39cbf71cc0ffcab17542d9de94037f30403b9bd5b24bf45375f371,91.66667,"Quiz_Submitted, Files_Uploaded, Quiz_Reviewed, Quiz_Started, Meeting_Joined","4.780, 1.943, 1.880, -1.745, -0.559"
1f474a4e4e2f5bf2b10d806f4a4170a8aacdd6f3d1727b6607616a6c6dbc2668,77.77777,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Files_Uploaded, Messages_Sent","6.305, -2.202, 2.197, 1.701, 0.491"
382d3a15b9df41f83bf2463bb079938941c0eeb04d4ac32afb46d7634d9cdb39,66.66665,"Quiz_Submitted, Files_Downloaded, Quiz_Reviewed, Avg_Time_Per_Session, Quiz_Started","5.911, -2.722, 2.096, -1.833, -1.751"
d621a95dfdfc92002171067eecc4745e4d846097475575cd080f1e9c5844b931,100.0,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Files_Uploaded, Meeting_Joined","6.446, -1.844, 1.782, 1.522, 0.912"
452806d8000e373b0b31e0084dd804b6814ed8bb7058e5255a097850c5c33b4f,100.0,"Quiz_Submitted, Files_Uploaded, Quiz_Reviewed, Quiz_Started, Files_Downloaded","5.103, 2.466, 1.962, -1.660, 0.755"
94099296e04c6426296bf6887145526ca8af7cda82a8b64f2a678b2bdcb21e1e,55.55555,"Quiz_Submitted, Files_Uploaded, Quiz_Started, Messages_Sent, Quiz_Reviewed","5.690, 2.239, -1.872, 1.569, -0.962"
b1e320e269f4962876292fab4a85424aede6028f31d06b4ea8aa288701ddcccf,100.0,"Files_Uploaded, Quiz_Submitted, Session_Start_Hour_STD, Quiz_Started, Meeting_Joined","3.831, 3.403, 1.346, -1.279, 0.788"
66dd79a02fc03af506346cd9f00a09c2f80a1fd6d7267f81e1b8203198211c77,66.6667,"Quiz_Submitted, Quiz_Reviewed, Quiz_Viewed, Content_Views, Assignments_Submitted","-8.567, -6.924, -4.050, -3.296, -2.066"
90b3eed25f77861d3fddf288201c512656f45e8585f7a12a83f38e96ab913dc7,83.33333,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Files_Uploaded, Quiz_Viewed","6.109, -2.044, 1.962, -0.744, 0.730"
fdbfc47a96f70f460d8e4ece4b323f7b891538b9e85e6bd40d9b5c70856394c8,41.66665,"Files_Downloaded, Files_Uploaded, Session_Start_Hour_STD, Quiz_Reviewed, Session_Interval_CV","-6.886, -1.341, 1.257, -1.160, -0.750"
daf82bc6c55a8032d4f3fb92302242eb564ab099e6494ece9971ae12c4cef97b,33.3333,"Quiz_Reviewed, Quiz_Submitted, Meeting_Joined, Files_Uploaded, Messages_Sent","-6.945, -4.838, 2.348, -1.189, -0.983"
bd3e02e85fa95ce73264a7623cb1e5716aa5be113c8d3d8127018889c1c9b898,0.0,"Quiz_Reviewed, Quiz_Submitted, Quiz_Started, Assignments_Submitted, Session_Start_Hour_STD","-9.350, -7.492, -2.759, -1.385, 1.205"
